age,gender,screen_time_hours,sleep_hours,distance_travelled_km,places_visited,exercise_minutes,work_hours,social_score,caffeine_mg,step_count,study_hours,phone_usage_type,screen_to_sleep_ratio,movement_intensity,stress_score,stress_level,random_noise_feature
41,Male,5.6,4.5,13.7,1,106,8,1,419,14752,4.1,study,1.244,13.7,33.5,low,100.3842
59,Other,2.3,4.2,5.3,7,68,10,7,282,11751,2.0,mixed,0.548,0.757,53.0,medium,190.206
42,Female,4.2,6.8,3.1,8,46,5,7,365,14008,3.4,mixed,0.618,0.388,42.2,medium,349.3171
57,Male,5.0,,,3,75,4,2,23,8641,3.0,mixed,0.595,2.433,56.1,medium,405.5266
42,Male,9.0,4.9,10.0,4,31,6,4,277,12698,2.0,gaming,1.837,2.5,59.3,medium,591.2008
18,Male,4.7,8.5,2.7,5,76,6,8,380,10199,3.7,mixed,0.553,0.54,35.2,low,174.9153
52,Male,4.6,4.3,10.3,2,104,8,4,354,2739,2.1,mixed,1.07,5.15,37.0,low,813.7415
22,Female,3.1,5.9,7.0,2,62,9,8,115,1749,2.0,mixed,0.525,3.5,32.8,low,842.4994
44,Male,7.8,7.6,13.1,8,27,4,9,469,5899,3.0,social,1.026,1.638,35.9,low,194.2252
47,Male,9.7,6.8,14.6,9,47,8,1,150,6830,4.8,gaming,1.426,1.622,74.3,high,444.104
40,Female,7.1,7.9,6.0,9,80,4,6,449,4784,2.0,social,0.899,0.667,36.7,low,721.9341
49,Female,8.6,4.5,0.7,1,28,9,3,43,4293,0.7,gaming,1.911,0.7,73.2,high,317.196
19,Male,4.5,6.3,4.5,9,47,4,8,38,12496,2.3,mixed,0.714,0.5,38.8,low,440.4334
53,Female,2.1,,9.2,8,61,10,6,150,4352,2.9,mixed,0.328,1.15,35.3,low,11.3115
32,Female,3.2,8.6,10.7,7,93,8,1,265,9755,4.2,study,0.372,1.529,28.7,low,855.5873
43,Male,5.1,8.1,7.0,3,102,10,5,479,2083,3.8,social,0.63,2.333,31.6,low,287.5736
57,Female,2.7,5.9,5.4,2,22,9,1,348,3166,0.8,mixed,0.458,2.7,51.6,medium,431.3358
52,Female,8.1,8.4,4.6,6,71,6,4,232,1529,1.4,gaming,0.964,0.767,47.0,medium,479.9175
53,Female,7.1,7.3,3.6,5,114,8,3,486,10309,1.4,social,0.973,0.72,37.1,low,395.2246
19,Male,9.7,7.3,,3,65,8,8,358,10168,1.4,mixed,1.329,1.967,47.8,medium,521.7052
52,Other,9.0,8.7,7.7,4,90,9,2,470,13569,3.5,gaming,1.034,1.925,44.6,medium,994.1902
25,Male,9.7,5.3,10.8,5,12,7,6,298,3351,1.7,gaming,1.83,2.16,57.5,medium,639.1025
46,Male,4.5,7.6,14.3,3,19,11,3,40,3210,3.9,mixed,0.592,4.767,43.4,medium,667.8005
56,Male,9.2,,10.0,3,29,8,9,439,4550,0.2,gaming,1.022,3.333,40.1,medium,39.8024
29,Male,9.5,7.8,0.8,6,93,6,8,465,13664,3.9,social,1.218,0.133,45.8,medium,947.8729
46,Female,9.3,8.8,2.5,1,6,10,7,236,5530,0.0,mixed,1.057,2.5,64.8,medium,160.5028
37,Female,8.6,6.9,14.1,9,108,7,8,106,14721,5.9,gaming,1.246,1.567,22.5,low,11.1596
22,Female,5.4,7.3,2.5,8,109,10,8,52,3026,1.4,study,0.74,0.312,32.6,low,997.6381
29,Female,8.1,8.4,1.9,9,49,11,2,484,4185,5.8,gaming,0.964,0.211,64.2,medium,481.4012
42,Male,2.9,8.7,12.3,2,0,5,8,122,1984,4.6,study,0.333,6.15,32.4,low,671.105
33,Male,,6.6,10.9,7,117,7,9,304,4423,2.9,social,1.091,1.557,18.7,low,61.5336
51,Male,5.9,4.2,6.1,6,37,9,6,45,1054,5.8,study,1.405,1.017,55.2,medium,583.6346
41,Male,3.5,8.6,1.1,4,94,6,2,49,1181,1.1,gaming,0.407,0.275,38.8,low,27.2143
45,Female,2.3,5.2,2.0,9,105,8,7,279,3912,4.4,study,0.442,0.222,37.0,low,775.3098
22,Male,8.5,5.7,2.1,5,44,6,2,448,1253,0.9,gaming,1.491,0.42,61.2,medium,772.2394
45,Male,4.7,8.0,4.5,4,58,5,3,10,9348,0.2,mixed,0.588,1.125,42.5,medium,798.9372
58,Male,8.7,8.4,5.9,6,95,10,6,329,10863,0.2,gaming,1.036,0.983,44.2,medium,375.0471
21,Male,4.0,7.4,1.8,6,40,8,4,434,9716,4.8,study,0.541,0.3,38.7,low,395.5064
41,Male,3.2,8.2,9.6,2,62,10,2,478,3826,3.6,mixed,0.39,4.8,39.3,low,296.9291
22,Female,9.6,5.2,3.6,1,114,5,2,64,3763,5.4,gaming,1.846,3.6,54.7,medium,420.6025
43,Male,6.7,4.2,13.8,7,108,9,2,277,5313,0.3,social,1.595,1.971,37.0,low,749.1269
39,Female,7.9,4.7,11.2,5,89,8,8,176,10668,1.3,social,1.681,2.24,38.3,low,198.7422
23,Male,9.4,7.2,14.7,7,26,8,8,48,7655,4.6,gaming,1.306,2.1,41.2,medium,536.1951
40,Female,5.4,4.5,12.2,7,60,10,5,341,6004,1.2,social,1.2,1.743,44.2,medium,99.2975
46,Male,7.3,5.2,9.4,9,115,9,7,284,6759,2.7,social,1.404,1.044,30.6,low,659.4331
18,Other,2.7,4.5,6.7,4,19,7,7,232,9807,0.4,mixed,0.6,1.675,54.1,medium,841.8106
57,Male,4.5,8.0,6.7,4,45,5,4,119,13603,1.0,mixed,0.562,1.675,40.7,medium,328.1501
43,Male,9.5,,11.7,3,24,7,7,311,9353,4.0,gaming,1.218,3.9,77.5,high,98.2052
34,Female,5.3,4.4,4.2,7,67,8,7,74,11234,5.5,study,1.205,0.6,49.2,medium,765.8083
47,Male,9.3,7.3,3.7,1,18,10,1,476,12368,6.0,gaming,1.274,3.7,71.0,high,496.7517
43,Female,4.5,8.2,8.4,4,50,9,4,364,5610,5.6,study,0.549,2.1,37.1,low,501.8616
53,Male,5.2,6.5,6.3,8,105,6,7,294,13043,6.0,study,0.8,0.788,19.3,low,66.9181
45,Male,6.4,8.9,1.0,8,105,4,2,182,10710,5.7,study,0.719,0.125,38.2,low,1.6898
23,Other,3.9,4.6,8.6,7,62,8,4,224,13415,1.0,mixed,0.848,1.229,45.6,medium,635.2263
38,Male,8.9,7.6,2.8,9,100,7,6,336,9803,5.1,gaming,1.171,0.311,44.4,medium,360.5634
43,Female,8.5,4.4,7.9,9,17,4,4,110,2036,1.8,gaming,1.932,0.878,66.7,medium,19.823
44,Male,2.7,4.4,8.0,3,95,10,5,292,5215,4.4,study,0.614,2.667,44.3,medium,512.2051
55,Female,4.8,6.8,14.6,5,83,7,6,233,5655,2.3,mixed,0.706,2.92,18.8,low,999.1623
49,Male,2.7,5.6,1.6,4,1,4,6,320,12860,4.4,mixed,0.482,0.4,69.8,medium,813.9427
49,Male,,5.5,9.3,6,18,10,5,382,9835,4.6,study,0.8,1.55,48.5,medium,927.6641
38,Female,,7.1,7.9,3,4,4,2,222,4514,3.9,gaming,1.239,2.633,57.5,medium,363.4898
51,Male,,6.4,11.8,6,81,10,9,430,6404,1.2,gaming,1.516,1.967,38.6,low,481.3615
27,Male,4.8,7.4,4.3,9,75,10,8,208,4624,4.0,mixed,0.649,0.478,37.4,low,433.0146
48,Female,4.0,6.1,9.6,4,74,8,2,452,9768,1.4,mixed,0.656,2.4,32.9,low,810.8833
27,Female,4.4,5.8,14.2,4,114,9,5,382,11232,0.5,mixed,0.759,3.55,16.0,low,231.8307
41,Female,4.0,5.2,12.2,5,18,11,8,370,12315,3.6,mixed,0.769,2.44,47.0,medium,525.8472
50,Male,9.0,6.6,9.8,4,0,8,5,302,6789,2.8,gaming,1.364,2.45,51.8,medium,663.0037
43,Male,5.4,5.2,14.1,1,18,9,4,66,3044,1.6,social,1.038,14.1,41.0,medium,701.4249
20,Female,7.8,7.1,5.2,2,62,6,5,183,3614,4.4,study,1.099,2.6,45.5,medium,605.9825
24,Male,2.5,7.8,,8,97,5,5,314,2566,1.0,mixed,0.321,1.712,18.6,low,102.6601
39,Female,7.7,5.4,7.6,1,96,10,3,234,5294,2.8,study,1.426,7.6,45.9,medium,273.3707
43,Other,6.4,7.1,5.7,3,98,4,9,442,4621,3.3,social,0.901,1.9,27.1,low,143.9467
44,Female,,7.1,5.1,6,90,7,4,157,13144,5.7,social,0.958,0.85,37.3,low,126.0718
45,Male,6.7,7.9,3.6,7,93,8,9,123,8994,5.9,mixed,0.848,0.514,32.5,low,698.226
47,Male,9.0,6.3,4.2,3,49,10,7,165,6767,2.6,gaming,1.429,1.4,69.4,medium,643.3164
51,Male,5.0,7.3,15.0,6,34,4,5,163,11364,4.3,study,0.685,2.5,29.2,low,280.6405
49,Female,8.9,6.4,2.6,1,114,7,1,166,14957,1.4,gaming,1.391,2.6,47.6,medium,406.5496
57,Male,9.6,6.1,11.6,1,113,6,3,155,14900,4.7,gaming,1.574,11.6,35.3,low,260.2061
37,Male,5.1,8.7,10.3,8,76,8,3,76,11653,0.7,social,0.586,1.288,30.2,low,330.8401
51,Female,,4.8,13.2,4,80,5,7,475,6618,4.2,study,1.188,3.3,33.5,low,113.8181
46,Other,9.7,6.9,8.6,9,35,11,5,389,7357,5.0,gaming,1.406,0.956,61.4,medium,690.0897
50,Male,4.0,4.4,3.8,4,87,9,3,161,5094,1.5,mixed,0.909,0.95,67.6,medium,679.4572
52,Male,2.4,7.1,4.2,3,4,6,9,227,8741,4.9,study,0.338,1.4,43.4,medium,238.6414
25,Female,2.6,4.2,7.0,6,22,4,5,233,14462,0.7,mixed,0.619,1.167,68.9,medium,372.9683
20,Female,4.1,5.5,4.5,4,17,10,3,70,12433,2.3,mixed,0.745,1.125,58.1,medium,659.4871
53,Male,7.3,7.2,8.3,3,63,6,4,353,14695,2.9,social,1.014,2.767,39.9,low,989.6318
33,Female,2.7,4.8,0.6,1,86,9,4,190,8716,0.1,mixed,0.563,0.6,47.6,medium,4.2811
53,Female,2.0,6.7,7.2,9,66,10,7,380,6622,1.8,mixed,0.299,0.8,36.1,low,12.5645
39,Female,5.3,4.2,12.9,8,102,8,1,416,9995,5.0,study,1.262,1.612,37.9,low,76.51
30,Female,2.2,5.4,0.5,4,47,9,8,365,9295,3.6,mixed,0.407,0.125,45.8,medium,9.807
35,Female,5.0,8.6,12.5,8,66,7,2,446,3121,5.3,study,0.581,1.562,30.1,low,816.7627
56,Female,3.9,6.4,1.1,5,12,7,4,362,7501,4.1,study,0.609,0.22,51.2,medium,657.339
51,Female,8.9,8.9,12.0,8,81,10,2,197,3190,1.6,study,1.0,1.5,43.5,medium,210.6244
34,Female,5.4,5.3,8.4,7,80,7,7,143,13713,3.2,social,1.019,1.2,33.1,low,175.7857
49,Female,9.6,5.7,12.2,8,40,4,7,375,3256,5.5,gaming,1.684,1.525,46.6,medium,668.0728
52,Other,9.9,8.1,4.6,7,70,11,4,69,8298,2.6,gaming,1.222,0.657,81.4,high,23.1502
23,Female,2.1,4.0,14.6,4,69,6,3,451,5158,3.1,mixed,0.525,3.65,41.2,medium,430.0856
51,Male,2.6,5.8,7.0,5,24,5,5,388,14973,0.3,mixed,0.448,1.4,44.8,medium,707.4796
20,Female,9.2,5.2,2.8,8,67,8,1,106,2604,3.6,gaming,1.769,0.35,64.6,medium,389.0423
40,Other,2.6,7.9,14.4,8,82,8,1,18,8923,1.3,social,0.329,1.8,25.3,low,701.9645
40,Female,8.1,7.0,6.9,7,63,10,9,11,2161,3.9,gaming,1.157,0.986,43.1,medium,18.4086
54,Male,8.1,7.1,6.9,4,113,10,9,299,12318,0.4,gaming,1.141,1.725,37.6,low,801.0575
48,Male,8.1,8.4,4.4,9,98,4,7,65,13328,3.7,gaming,0.964,0.489,38.3,low,124.9382
30,Female,6.8,5.9,0.9,9,68,8,5,48,14742,1.6,social,1.153,0.1,44.4,medium,314.1751
23,Female,5.6,7.3,0.5,8,71,9,3,52,4807,2.0,mixed,0.767,0.062,42.2,medium,390.555
25,Female,,5.5,2.3,1,96,6,6,344,2037,4.9,study,0.491,2.3,37.6,low,554.6018
58,Male,,7.8,9.4,3,6,9,5,92,2955,4.1,study,0.385,3.133,40.4,medium,395.1771
18,Male,8.6,5.4,2.3,9,2,8,7,147,3972,5.0,social,1.593,0.256,62.8,medium,648.5051
37,Male,8.5,5.6,5.0,5,31,7,7,375,10485,0.0,social,1.518,1.0,69.0,medium,900.5489
22,Female,2.4,6.7,11.1,1,44,4,8,269,9739,5.5,mixed,0.358,11.1,61.9,medium,448.6382
56,Male,7.9,8.3,35.0,7,74,10,7,380,11957,1.4,social,0.952,1.214,40.1,medium,774.8627
54,Female,2.3,4.8,8.7,4,26,5,3,105,4837,2.1,study,0.479,2.175,52.2,medium,105.9905
22,Male,4.7,5.0,8.2,2,68,7,6,294,14923,1.0,mixed,0.94,4.1,39.4,low,60.9254
58,Female,5.5,6.0,10.5,3,84,9,8,444,8829,3.9,social,0.917,3.5,22.4,low,910.888
23,Female,7.0,4.7,11.8,8,2,4,3,200,9827,0.4,social,1.489,1.475,53.6,medium,252.5484
34,Female,4.9,6.7,9.9,9,62,5,9,363,1240,2.7,mixed,0.731,1.1,26.4,low,710.8298
52,Female,6.6,5.3,5.5,9,59,10,7,269,12027,0.6,mixed,1.245,0.611,48.1,medium,332.9118
45,Female,5.3,4.1,7.2,4,94,9,4,243,11191,3.1,social,1.293,1.8,45.3,medium,332.7662
23,Female,5.2,4.4,4.0,9,77,9,4,32,13952,0.9,study,1.182,0.444,62.8,medium,632.9031
55,Male,6.6,5.8,10.4,8,54,4,4,48,4836,1.9,social,1.138,1.3,37.3,low,622.0011
46,Male,3.6,5.3,7.1,6,115,7,4,408,2842,4.4,study,0.679,1.183,31.7,low,640.9922
22,Female,7.4,8.6,10.8,6,104,5,6,254,2317,4.0,social,0.86,1.8,25.9,low,414.9588
54,Female,3.6,8.9,7.1,9,47,4,8,22,2787,4.4,social,0.404,0.789,34.9,low,870.9864
48,Male,9.8,4.4,,6,119,9,9,70,7654,2.8,gaming,2.227,0.533,67.5,medium,328.2327
22,Male,5.4,5.8,12.6,6,15,9,6,351,14982,4.3,study,0.931,2.1,36.0,low,952.429
18,Female,8.6,4.1,3.5,6,116,8,5,495,11058,5.9,gaming,2.098,0.583,69.2,medium,654.6616
36,Other,6.6,8.7,11.7,3,103,5,5,66,6051,3.5,gaming,0.759,3.9,22.8,low,614.771
46,Male,5.8,4.2,4.2,2,35,6,6,390,3364,4.3,study,1.381,2.1,58.4,medium,209.2345
38,Female,3.5,7.4,2.7,4,109,4,3,104,14879,4.9,study,0.473,0.675,34.6,low,173.0407
55,Male,8.9,6.2,12.9,3,19,7,1,79,10574,5.6,gaming,1.435,4.3,51.5,medium,865.5877
47,Female,5.7,8.0,2.8,6,13,10,4,276,9890,1.6,social,0.712,0.467,55.2,medium,627.0151
43,Male,6.8,4.8,14.1,6,83,8,1,156,6301,1.2,social,1.417,2.35,38.3,low,663.507
49,Male,4.0,4.9,12.0,8,38,11,5,352,9262,5.3,study,0.816,1.5,49.7,medium,920.1916
23,Male,2.6,5.6,7.0,1,96,4,6,263,7993,3.4,mixed,0.464,7.0,30.8,low,442.3502
46,Female,4.5,7.5,1.5,6,93,7,3,9,9657,0.7,mixed,0.6,0.25,37.8,low,185.4886
43,Male,4.2,6.9,10.0,6,65,10,9,495,2656,1.9,mixed,0.609,1.667,29.7,low,959.1645
58,Female,9.5,8.6,11.0,4,88,8,5,115,12169,1.5,gaming,1.105,2.75,38.4,low,87.4195
27,Male,5.2,8.1,13.5,1,14,6,3,251,12737,4.6,study,0.642,13.5,36.6,low,472.6514
29,Female,2.7,7.0,13.2,2,38,9,2,354,3550,3.9,mixed,0.386,6.6,34.7,low,218.7755
38,Male,4.9,4.6,4.2,5,2,10,1,476,1763,2.7,mixed,1.065,0.84,68.2,medium,692.5933
26,Other,10.0,6.2,10.5,2,93,7,7,350,7080,0.9,gaming,1.613,5.25,37.8,low,103.1268
20,Female,5.5,7.4,4.5,8,70,9,1,116,12004,4.4,study,0.743,0.562,42.5,medium,513.347
48,Female,2.4,8.9,2.2,6,32,8,5,413,14976,1.5,mixed,0.27,0.367,47.6,medium,724.7946
27,Male,3.3,4.7,2.0,2,11,8,6,480,7152,2.9,mixed,0.702,1.0,74.6,high,298.9708
56,Female,3.2,7.7,3.5,7,104,10,5,397,8299,3.0,mixed,0.416,0.5,36.5,low,412.6289
39,Male,7.3,6.9,11.6,2,28,10,5,460,9692,0.6,social,1.058,5.8,44.7,medium,593.2922
33,Female,8.2,8.7,,7,24,6,6,265,2879,0.6,gaming,0.943,0.6,66.5,medium,349.9777
35,Other,5.5,1.0,,2,118,9,1,181,9638,0.3,social,0.764,7.4,17.5,low,627.6127
29,Male,8.6,,14.4,1,94,11,9,74,9219,6.0,social,1.284,14.4,31.7,low,231.015
24,Male,5.1,6.3,7.2,2,51,4,8,264,3423,4.9,study,0.81,3.6,33.9,low,476.655
29,Female,5.0,8.9,2.3,9,28,7,8,376,8159,1.7,mixed,0.562,0.256,44.8,medium,610.069
57,Female,6.5,4.7,10.7,8,88,6,8,452,6262,4.3,study,1.383,1.338,33.6,low,424.9196
48,Male,9.1,5.0,11.3,7,110,5,8,304,5124,5.4,mixed,1.82,1.614,36.4,low,943.3792
38,Female,2.6,7.9,11.9,5,73,5,6,62,12234,5.9,gaming,0.329,2.38,24.8,low,15.9994
46,Female,5.3,5.2,,7,84,6,9,210,10483,3.2,social,1.019,0.6,37.0,low,948.8703
48,Male,6.3,6.1,1.8,4,107,8,6,482,6480,0.4,social,1.033,0.45,32.6,low,163.7591
18,Male,9.6,8.7,8.1,1,32,10,8,124,4819,0.5,gaming,1.103,8.1,54.8,medium,507.367
43,Female,9.7,5.8,8.5,7,35,9,9,131,5208,3.9,gaming,1.672,1.214,64.2,medium,717.7368
46,Male,2.3,4.5,6.8,1,45,5,6,218,10203,3.6,mixed,0.511,6.8,69.5,medium,467.6413
59,Male,7.4,4.7,1.9,8,83,5,9,319,12861,0.8,social,1.574,0.238,48.6,medium,217.2984
50,Female,9.8,6.0,9.0,5,105,10,5,61,14403,2.7,gaming,1.633,1.8,43.2,medium,972.3177
42,Male,8.2,7.4,4.2,3,81,7,4,275,1044,3.0,gaming,1.108,1.4,46.0,medium,544.9263
37,Female,9.1,,1.8,5,88,5,6,234,9773,5.5,gaming,1.282,0.36,47.6,medium,511.7968
21,Male,9.4,9.0,8.2,3,68,11,6,57,9710,2.5,gaming,1.044,2.733,53.0,medium,776.067
33,Female,7.4,6.5,12.1,7,97,5,6,411,10418,2.1,social,1.138,1.729,25.4,low,721.4586
31,Female,9.9,8.2,8.5,8,29,11,8,390,6831,3.8,gaming,1.207,1.062,59.9,medium,198.8488
31,Other,4.1,5.1,3.0,6,28,6,7,347,1975,1.3,gaming,0.804,0.5,53.2,medium,634.8561
43,Female,6.5,5.7,5.6,3,51,11,5,441,5044,1.1,mixed,1.14,1.867,64.1,medium,905.4134
51,Female,8.4,6.6,8.4,6,89,5,3,288,4584,0.4,study,1.273,1.4,40.1,medium,402.8567
54,Male,22.0,5.0,1.6,3,71,7,3,35,1535,2.9,gaming,1.72,0.533,60.6,medium,110.6738
45,Other,2.7,6.3,,2,114,9,7,423,9294,2.2,mixed,0.429,1.6,28.5,low,403.016
48,Male,5.9,4.3,14.2,2,61,11,5,246,10266,4.1,study,1.372,7.1,46.6,medium,478.2495
55,Male,8.0,5.3,3.5,6,99,6,7,378,11617,5.7,study,1.509,0.583,44.6,medium,102.728
57,Female,7.8,8.0,10.2,9,13,11,6,407,13321,0.1,mixed,0.975,1.133,53.2,medium,726.7292
51,Female,,6.3,10.3,6,38,5,4,463,4070,3.9,social,1.127,1.717,41.0,medium,627.8707
51,Female,3.0,8.2,6.3,7,36,6,5,7,5692,4.6,study,0.366,0.9,41.8,medium,154.8631
40,Male,9.9,5.2,1.9,7,57,7,9,273,5031,1.0,gaming,1.904,0.271,59.8,medium,688.6845
31,Female,6.3,5.3,15.0,5,29,10,9,395,10881,3.1,social,1.189,3.0,36.2,low,862.2659
35,Female,2.7,7.9,12.1,6,60,8,4,492,1764,5.5,study,0.342,2.017,29.6,low,866.4888
25,Male,5.2,7.4,7.6,7,50,9,1,484,1088,2.7,social,0.703,1.086,41.9,medium,309.477
43,Male,6.5,4.7,12.1,2,118,9,1,83,11095,4.8,study,1.383,6.05,33.9,low,548.3716
56,Female,5.4,4.8,6.1,4,23,7,2,185,1393,4.9,study,1.125,1.525,73.1,high,524.306
26,Female,5.9,0.5,8.6,3,51,7,2,107,14552,5.1,study,1.073,2.867,43.0,medium,272.9639
44,Female,6.1,8.0,10.3,7,57,10,9,132,8089,3.3,social,0.762,1.471,31.2,low,928.3586
31,Female,7.2,6.5,6.8,5,60,6,2,86,9523,5.9,study,1.108,1.36,44.7,medium,660.0776
51,Male,9.2,8.0,11.1,7,68,10,5,200,13102,3.8,gaming,1.15,1.586,45.0,medium,893.2021
27,Female,3.7,5.2,10.4,7,90,4,3,41,2573,0.3,mixed,0.712,1.486,33.7,low,504.0788
50,Female,6.8,,6.5,8,16,10,6,302,9720,3.6,social,1.097,0.812,26.9,low,114.8211
34,Female,8.6,6.2,10.5,6,73,10,6,282,14861,2.0,gaming,1.387,1.75,41.3,medium,791.1457
39,Male,5.9,7.1,14.9,7,20,7,8,390,1094,6.0,study,0.831,2.129,28.5,low,759.3472
34,Male,,4.5,1.5,8,76,8,1,142,11895,2.0,social,1.289,0.188,55.6,medium,704.8585
58,Female,7.5,6.7,12.8,1,24,6,7,471,9265,2.7,social,1.119,12.8,38.1,low,461.9694
29,Female,3.7,4.2,0.8,8,3,6,2,123,13339,4.5,study,0.881,0.1,68.0,medium,490.5816
50,Female,5.3,4.8,11.5,6,93,4,5,61,5052,0.6,social,1.104,1.917,32.2,low,938.8399
28,Male,3.4,8.8,8.7,7,61,9,6,434,9621,0.1,mixed,0.386,1.243,32.0,low,792.6015
38,Female,2.7,5.4,8.2,4,31,10,8,334,1313,3.0,mixed,0.5,2.05,45.2,medium,552.6925
46,Female,4.0,6.9,14.0,1,17,6,8,417,10410,6.0,study,0.58,14.0,29.9,low,422.5439
45,Male,4.6,8.6,14.7,6,81,8,1,379,2795,1.4,mixed,0.535,2.45,25.1,low,834.6351
58,Other,9.5,8.9,5.5,7,9,11,5,8,7804,0.5,study,1.067,0.786,68.2,medium,712.8227
27,Female,4.4,7.2,10.1,2,60,5,9,57,6452,3.0,mixed,0.611,5.05,26.6,low,293.1588
26,Female,6.8,5.1,9.4,4,0,5,3,232,9215,2.2,social,1.333,2.35,53.2,medium,298.0052
52,Male,6.5,7.7,7.7,9,27,5,8,173,2527,0.3,social,0.844,0.856,39.9,low,752.7094
39,Male,6.1,4.1,7.7,7,111,9,6,388,5473,0.2,social,1.488,1.1,39.1,low,709.7723
58,Male,4.2,6.7,13.3,5,6,8,9,186,1597,2.5,mixed,0.627,2.66,29.7,low,935.8515
57,Female,4.3,8.5,9.6,2,49,4,5,185,10216,0.7,mixed,0.506,4.8,34.3,low,147.2195
31,Male,9.3,7.9,14.3,3,30,5,4,339,3151,0.3,gaming,1.177,4.767,45.5,medium,634.0525
32,Other,6.5,8.4,5.1,8,15,10,2,87,9819,0.9,social,0.774,0.638,56.5,medium,620.968
59,Female,7.5,6.5,1.9,7,17,8,9,196,2869,4.4,study,1.154,0.271,51.2,medium,563.6887
25,Female,3.7,4.5,3.3,3,31,6,7,238,5044,1.1,gaming,0.822,1.1,74.6,high,392.5334
31,Other,6.6,4.3,8.0,1,23,11,6,350,3930,4.4,study,1.535,8.0,64.7,medium,620.1048
32,Female,3.8,8.4,5.4,7,46,4,8,133,10660,3.9,mixed,0.452,0.771,37.6,low,302.1641
31,Female,6.7,7.6,13.7,9,13,9,9,56,7881,3.3,social,0.882,1.522,31.9,low,480.3331
29,Female,7.5,7.3,7.5,4,64,5,1,411,4137,4.9,study,1.027,1.875,45.2,medium,585.085
18,Female,6.2,7.4,13.6,9,63,9,7,472,10822,4.3,study,0.838,1.511,23.9,low,52.463
23,Female,9.1,4.0,6.5,4,68,5,6,3,6710,5.6,gaming,2.275,1.625,78.4,high,477.5005
22,Male,8.4,5.6,6.9,2,56,7,9,255,9623,5.6,gaming,1.5,3.45,45.0,medium,498.1052
41,Male,2.4,7.1,2.8,8,14,5,4,386,12285,5.9,study,0.338,0.35,70.5,high,417.3068
32,Male,7.0,4.1,7.5,7,103,8,5,87,6690,5.5,study,1.707,1.071,45.9,medium,516.4671
47,Female,3.4,,9.0,6,114,6,5,399,4065,2.3,mixed,0.425,1.5,22.2,low,853.6594
39,Female,4.8,7.9,5.0,4,41,8,3,329,11199,3.0,mixed,0.608,1.25,45.2,medium,429.2329
29,Female,6.6,5.5,3.8,8,9,9,1,54,10005,4.0,social,1.2,0.475,60.0,medium,23.0685
49,Female,8.6,8.5,8.5,1,12,9,3,301,1418,0.5,gaming,1.012,8.5,73.8,high,382.97
55,Male,6.7,6.7,11.0,1,72,7,2,32,1093,3.7,social,1.0,11.0,34.0,low,420.6281
45,Male,20.0,7.2,2.6,4,100,10,9,161,6524,5.8,study,0.333,0.65,5.0,low,651.1159
34,Male,3.3,8.8,2.5,2,87,4,9,28,8379,2.3,mixed,0.375,1.25,31.8,low,843.3013
19,Male,7.8,8.7,4.2,2,31,8,8,275,12130,3.6,gaming,0.897,2.1,49.6,medium,699.6734
55,Male,4.6,,12.8,4,61,7,9,257,8504,2.4,mixed,0.754,3.2,22.3,low,966.9266
57,Male,2.4,4.1,,9,108,5,8,210,2545,4.7,study,0.585,1.478,28.5,low,43.876
56,Female,5.1,5.2,5.9,7,87,5,5,370,11684,1.9,social,0.981,0.843,38.6,low,915.8046
35,Female,10.0,7.1,4.2,8,88,5,7,92,13527,2.0,gaming,1.408,0.525,48.2,medium,667.9479
29,Female,6.0,5.9,,5,22,5,4,187,2389,5.3,study,1.017,2.86,34.6,low,86.6956
47,Female,9.1,9.0,3.9,1,45,9,4,197,12047,0.1,gaming,1.011,3.9,68.3,medium,110.0935
36,Female,3.3,8.1,4.9,4,91,5,7,2,12683,4.4,study,0.407,1.225,30.5,low,973.1825
42,Female,3.9,8.3,12.7,2,8,9,2,380,7299,4.9,study,0.47,6.35,39.1,low,948.8099
41,Female,9.6,5.3,5.5,7,29,6,7,244,3077,3.8,gaming,1.811,0.786,62.1,medium,302.8096
40,Female,2.6,6.9,0.6,3,59,8,5,47,6072,1.2,mixed,0.377,0.2,42.2,medium,363.618
19,Male,6.9,7.1,5.3,3,18,8,3,93,7949,5.2,study,0.972,1.767,69.0,medium,287.385
40,Male,2.7,8.5,4.9,9,86,11,8,185,10047,5.0,study,0.318,0.544,38.3,low,129.359
39,Other,6.1,8.7,6.2,8,12,6,7,215,4686,4.9,study,0.701,0.775,43.2,medium,967.6782
26,Female,,8.4,12.5,9,83,7,9,484,13939,2.7,mixed,0.619,1.389,18.3,low,68.3442
57,Male,5.7,7.9,9.0,7,44,4,3,392,13965,5.4,study,0.722,1.286,19.4,low,963.4721
53,Other,5.3,6.1,7.7,7,54,11,6,90,1088,5.4,study,0.869,1.1,59.0,medium,661.8049
50,Male,7.9,8.5,4.8,9,68,11,3,28,5954,2.5,social,0.929,0.533,68.1,medium,230.7006
19,Female,3.8,4.2,3.7,7,105,11,5,324,2797,1.4,mixed,0.905,0.529,64.7,medium,117.2942
30,Female,4.5,4.7,3.7,7,97,9,4,273,10243,3.7,mixed,0.957,0.529,45.2,medium,10.411
42,Female,8.9,4.0,14.4,4,51,5,3,125,7294,1.6,gaming,2.225,3.6,56.7,medium,256.4128
24,Female,9.3,5.6,1.8,1,65,5,7,193,2242,1.0,gaming,1.661,1.8,55.0,medium,51.1973
